#ChipID p1A p1B p1C p1D q1A q1B q1C q1D q1E q1F q1G q1H r1A r1B r1C r1D r1E
3681 0.5586569918 1.254764147 -1.216601146 -2.732530913 22.18204066 -10.52257651 1 -15.33129434 -34.43465088 24.54421993 -0.9135454576 0.4067366431 -34.43465088 15.33129434 0.5906032137 0.4067366431 0.9135454576
3682 0.5586569918 1.254764147 -1.216601146 -2.732530913 22.18204066 -10.52257651 1 -14.10503482 -31.68042691 24.54421993 -0.9135454576 0.4067366431 -31.68042691 14.10503482 0.5906032137 0.4067366431 0.9135454576
3683 0.5586569918 1.254764147 -1.216601146 -2.732530913 22.18204066 -10.52257651 1 -12.87877531 -28.92620295 24.54421993 -0.9135454576 0.4067366431 -28.92620295 12.87877531 0.5906032137 0.4067366431 0.9135454576
3684 0.5586569918 1.254764147 -1.216601146 -2.732530913 22.18204066 -10.52257651 1 -11.65251579 -26.17197898 24.54421993 -0.9135454576 0.4067366431 -26.17197898 11.65251579 0.5906032137 0.4067366431 0.9135454576
3685 0.5586569918 1.254764147 -1.216601146 -2.732530913 22.18204066 -10.52257651 1 -10.42625628 -23.41775502 24.54421993 -0.9135454576 0.4067366431 -23.41775502 10.42625628 0.5906032137 0.4067366431 0.9135454576
3686 0.5586569918 1.254764147 -1.216601146 -2.732530913 22.18204066 -10.52257651 1 -9.199996763 -20.66353105 24.54421993 -0.9135454576 0.4067366431 -20.66353105 9.199996763 0.5906032137 0.4067366431 0.9135454576
3687 0.5586569918 1.254764147 -1.216601146 -2.732530913 21.6131441 -11.80033911 1 -9.199996763 -20.66353105 24.54421993 -0.9135454576 0.4067366431 -20.66353105 9.199996763 1.989288514 0.4067366431 0.9135454576
3688 0.5586569918 1.254764147 -1.216601146 -2.732530913 21.6131441 -11.80033911 1 -10.42625628 -23.41775502 24.54421993 -0.9135454576 0.4067366431 -23.41775502 10.42625628 1.989288514 0.4067366431 0.9135454576
3689 0.5586569918 1.254764147 -1.216601146 -2.732530913 21.6131441 -11.80033911 1 -11.65251579 -26.17197898 24.54421993 -0.9135454576 0.4067366431 -26.17197898 11.65251579 1.989288514 0.4067366431 0.9135454576
3690 0.5586569918 1.254764147 -1.216601146 -2.732530913 21.6131441 -11.80033911 1 -12.87877531 -28.92620295 24.54421993 -0.9135454576 0.4067366431 -28.92620295 12.87877531 1.989288514 0.4067366431 0.9135454576
3691 0.5586569918 1.254764147 -1.216601146 -2.732530913 21.6131441 -11.80033911 1 -14.10503482 -31.68042691 24.54421993 -0.9135454576 0.4067366431 -31.68042691 14.10503482 1.989288514 0.4067366431 0.9135454576
3692 0.5586569918 1.254764147 -1.216601146 -2.732530913 21.6131441 -11.80033911 1 -15.33129434 -34.43465088 24.54421993 -0.9135454576 0.4067366431 -34.43465088 15.33129434 1.989288514 0.4067366431 0.9135454576
3693 0.5586569918 1.254764147 -1.216601146 -2.732530913 21.6131441 -11.80033911 1 -16.55755386 -37.18887485 24.54421993 -0.9135454576 0.4067366431 -37.18887485 16.55755386 1.989288514 0.4067366431 0.9135454576
3694 0.5586569918 1.254764147 -1.216601146 -2.732530913 22.18204066 -10.52257651 1 -7.971703649 -17.90473955 24.54421993 -0.9135454576 0.4067366431 -17.90473955 7.971703649 0.5906032137 0.4067366431 0.9135454576
3695 0.5586569918 1.254764147 -1.216601146 -2.732530913 22.18204066 -10.52257651 1 -6.745444134 -15.15051558 24.54421993 -0.9135454576 0.4067366431 -15.15051558 6.745444134 0.5906032137 0.4067366431 0.9135454576
3696 0.5586569918 1.254764147 -1.216601146 -2.732530913 22.18204066 -10.52257651 1 -5.519184619 -12.39629162 24.54421993 -0.9135454576 0.4067366431 -12.39629162 5.519184619 0.5906032137 0.4067366431 0.9135454576
3697 0.5586569918 1.254764147 -1.216601146 -2.732530913 22.18204066 -10.52257651 1 -4.292925103 -9.642067649 24.54421993 -0.9135454576 0.4067366431 -9.642067649 4.292925103 0.5906032137 0.4067366431 0.9135454576
3698 0.5586569918 1.254764147 -1.216601146 -2.732530913 22.18204066 -10.52257651 1 -3.066665588 -6.887843683 24.54421993 -0.9135454576 0.4067366431 -6.887843683 3.066665588 0.5906032137 0.4067366431 0.9135454576
3699 0.5586569918 1.254764147 -1.216601146 -2.732530913 22.18204066 -10.52257651 1 -1.840406072 -4.133619717 24.54421993 -0.9135454576 0.4067366431 -4.133619717 1.840406072 0.5906032137 0.4067366431 0.9135454576
3700 0.5586569918 1.254764147 -1.216601146 -2.732530913 22.18204066 -10.52257651 1 -0.6141465567 -1.379395751 24.54421993 -0.9135454576 0.4067366431 -1.379395751 0.6141465567 0.5906032137 0.4067366431 0.9135454576
3701 0.5586569918 1.254764147 -1.216601146 -2.732530913 21.6131441 -11.80033911 1 -0.6141465567 -1.379395751 24.54421993 -0.9135454576 0.4067366431 -1.379395751 0.6141465567 1.989288514 0.4067366431 0.9135454576
3702 0.5586569918 1.254764147 -1.216601146 -2.732530913 21.6131441 -11.80033911 1 -1.840406072 -4.133619717 24.54421993 -0.9135454576 0.4067366431 -4.133619717 1.840406072 1.989288514 0.4067366431 0.9135454576
3703 0.5586569918 1.254764147 -1.216601146 -2.732530913 21.6131441 -11.80033911 1 -3.066665588 -6.887843683 24.54421993 -0.9135454576 0.4067366431 -6.887843683 3.066665588 1.989288514 0.4067366431 0.9135454576
3704 0.5586569918 1.254764147 -1.216601146 -2.732530913 21.6131441 -11.80033911 1 -4.292925103 -9.642067649 24.54421993 -0.9135454576 0.4067366431 -9.642067649 4.292925103 1.989288514 0.4067366431 0.9135454576
3705 0.5586569918 1.254764147 -1.216601146 -2.732530913 21.6131441 -11.80033911 1 -5.519184619 -12.39629162 24.54421993 -0.9135454576 0.4067366431 -12.39629162 5.519184619 1.989288514 0.4067366431 0.9135454576
3706 0.5586569918 1.254764147 -1.216601146 -2.732530913 21.6131441 -11.80033911 1 -6.745444134 -15.15051558 24.54421993 -0.9135454576 0.4067366431 -15.15051558 6.745444134 1.989288514 0.4067366431 0.9135454576
3707 0.5586569918 1.254764147 -1.216601146 -2.732530913 21.6131441 -11.80033911 1 -7.971703649 -17.90473955 24.54421993 -0.9135454576 0.4067366431 -17.90473955 7.971703649 1.989288514 0.4067366431 0.9135454576
3708 0.5586569918 1.254764147 -1.216601146 -2.732530913 22.18204066 -10.52257651 1 0.6141465567 1.379395751 24.54421993 -0.9135454576 0.4067366431 1.379395751 -0.6141465567 0.5906032137 0.4067366431 0.9135454576
3709 0.5586569918 1.254764147 -1.216601146 -2.732530913 22.18204066 -10.52257651 1 1.840406072 4.133619717 24.54421993 -0.9135454576 0.4067366431 4.133619717 -1.840406072 0.5906032137 0.4067366431 0.9135454576
3710 0.5586569918 1.254764147 -1.216601146 -2.732530913 22.18204066 -10.52257651 1 3.066665588 6.887843683 24.54421993 -0.9135454576 0.4067366431 6.887843683 -3.066665588 0.5906032137 0.4067366431 0.9135454576
3711 0.5586569918 1.254764147 -1.216601146 -2.732530913 22.18204066 -10.52257651 1 4.292925103 9.642067649 24.54421993 -0.9135454576 0.4067366431 9.642067649 -4.292925103 0.5906032137 0.4067366431 0.9135454576
3712 0.5586569918 1.254764147 -1.216601146 -2.732530913 22.18204066 -10.52257651 1 5.519184619 12.39629162 24.54421993 -0.9135454576 0.4067366431 12.39629162 -5.519184619 0.5906032137 0.4067366431 0.9135454576
3713 0.5586569918 1.254764147 -1.216601146 -2.732530913 22.18204066 -10.52257651 1 6.745444134 15.15051558 24.54421993 -0.9135454576 0.4067366431 15.15051558 -6.745444134 0.5906032137 0.4067366431 0.9135454576
3714 0.5586569918 1.254764147 -1.216601146 -2.732530913 22.18204066 -10.52257651 1 7.971703649 17.90473955 24.54421993 -0.9135454576 0.4067366431 17.90473955 -7.971703649 0.5906032137 0.4067366431 0.9135454576
3715 0.5586569918 1.254764147 -1.216601146 -2.732530913 21.6131441 -11.80033911 1 7.971703649 17.90473955 24.54421993 -0.9135454576 0.4067366431 17.90473955 -7.971703649 1.989288514 0.4067366431 0.9135454576
3716 0.5586569918 1.254764147 -1.216601146 -2.732530913 21.6131441 -11.80033911 1 6.745444134 15.15051558 24.54421993 -0.9135454576 0.4067366431 15.15051558 -6.745444134 1.989288514 0.4067366431 0.9135454576
3717 0.5586569918 1.254764147 -1.216601146 -2.732530913 21.6131441 -11.80033911 1 5.519184619 12.39629162 24.54421993 -0.9135454576 0.4067366431 12.39629162 -5.519184619 1.989288514 0.4067366431 0.9135454576
3718 0.5586569918 1.254764147 -1.216601146 -2.732530913 21.6131441 -11.80033911 1 4.292925103 9.642067649 24.54421993 -0.9135454576 0.4067366431 9.642067649 -4.292925103 1.989288514 0.4067366431 0.9135454576
3719 0.5586569918 1.254764147 -1.216601146 -2.732530913 21.6131441 -11.80033911 1 3.066665588 6.887843683 24.54421993 -0.9135454576 0.4067366431 6.887843683 -3.066665588 1.989288514 0.4067366431 0.9135454576
3720 0.5586569918 1.254764147 -1.216601146 -2.732530913 21.6131441 -11.80033911 1 1.840406072 4.133619717 24.54421993 -0.9135454576 0.4067366431 4.133619717 -1.840406072 1.989288514 0.4067366431 0.9135454576
3721 0.5586569918 1.254764147 -1.216601146 -2.732530913 21.6131441 -11.80033911 1 0.6141465567 1.379395751 24.54421993 -0.9135454576 0.4067366431 1.379395751 -0.6141465567 1.989288514 0.4067366431 0.9135454576
3722 0.5586569918 1.254764147 -1.216601146 -2.732530913 22.18204066 -10.52257651 1 9.199996763 20.66353105 24.54421993 -0.9135454576 0.4067366431 20.66353105 -9.199996763 0.5906032137 0.4067366431 0.9135454576
3723 0.5586569918 1.254764147 -1.216601146 -2.732530913 22.18204066 -10.52257651 1 10.42625628 23.41775502 24.54421993 -0.9135454576 0.4067366431 23.41775502 -10.42625628 0.5906032137 0.4067366431 0.9135454576
3724 0.5586569918 1.254764147 -1.216601146 -2.732530913 22.18204066 -10.52257651 1 11.65251579 26.17197898 24.54421993 -0.9135454576 0.4067366431 26.17197898 -11.65251579 0.5906032137 0.4067366431 0.9135454576
3725 0.5586569918 1.254764147 -1.216601146 -2.732530913 22.18204066 -10.52257651 1 12.87877531 28.92620295 24.54421993 -0.9135454576 0.4067366431 28.92620295 -12.87877531 0.5906032137 0.4067366431 0.9135454576
3726 0.5586569918 1.254764147 -1.216601146 -2.732530913 22.18204066 -10.52257651 1 14.10503482 31.68042691 24.54421993 -0.9135454576 0.4067366431 31.68042691 -14.10503482 0.5906032137 0.4067366431 0.9135454576
3727 0.5586569918 1.254764147 -1.216601146 -2.732530913 22.18204066 -10.52257651 1 15.33129434 34.43465088 24.54421993 -0.9135454576 0.4067366431 34.43465088 -15.33129434 0.5906032137 0.4067366431 0.9135454576
3728 0.5586569918 1.254764147 -1.216601146 -2.732530913 22.18204066 -10.52257651 1 16.55755386 37.18887485 24.54421993 -0.9135454576 0.4067366431 37.18887485 -16.55755386 0.5906032137 0.4067366431 0.9135454576
3729 0.5586569918 1.254764147 -1.216601146 -2.732530913 21.6131441 -11.80033911 1 16.55755386 37.18887485 24.54421993 -0.9135454576 0.4067366431 37.18887485 -16.55755386 1.989288514 0.4067366431 0.9135454576
3730 0.5586569918 1.254764147 -1.216601146 -2.732530913 21.6131441 -11.80033911 1 15.33129434 34.43465088 24.54421993 -0.9135454576 0.4067366431 34.43465088 -15.33129434 1.989288514 0.4067366431 0.9135454576
3731 0.5586569918 1.254764147 -1.216601146 -2.732530913 21.6131441 -11.80033911 1 14.10503482 31.68042691 24.54421993 -0.9135454576 0.4067366431 31.68042691 -14.10503482 1.989288514 0.4067366431 0.9135454576
3732 0.5586569918 1.254764147 -1.216601146 -2.732530913 21.6131441 -11.80033911 1 12.87877531 28.92620295 24.54421993 -0.9135454576 0.4067366431 28.92620295 -12.87877531 1.989288514 0.4067366431 0.9135454576
3733 0.5586569918 1.254764147 -1.216601146 -2.732530913 21.6131441 -11.80033911 1 11.65251579 26.17197898 24.54421993 -0.9135454576 0.4067366431 26.17197898 -11.65251579 1.989288514 0.4067366431 0.9135454576
3734 0.5586569918 1.254764147 -1.216601146 -2.732530913 21.6131441 -11.80033911 1 10.42625628 23.41775502 24.54421993 -0.9135454576 0.4067366431 23.41775502 -10.42625628 1.989288514 0.4067366431 0.9135454576
3735 0.5586569918 1.254764147 -1.216601146 -2.732530913 21.6131441 -11.80033911 1 9.199996763 20.66353105 24.54421993 -0.9135454576 0.4067366431 20.66353105 -9.199996763 1.989288514 0.4067366431 0.9135454576
3736 0.5586569918 1.254764147 -1.216601146 -2.732530913 23.39215442 -8.237310782 1 -16.55755386 -37.18887485 24.72021255 -0.9135454576 0.4067366431 -37.18887485 16.55755386 -1.989288514 0.4067366431 0.9135454576
3737 0.5586569918 1.254764147 -1.216601146 -2.732530913 23.39215442 -8.237310782 1 -15.33129434 -34.43465088 24.72021255 -0.9135454576 0.4067366431 -34.43465088 15.33129434 -1.989288514 0.4067366431 0.9135454576
3738 0.5586569918 1.254764147 -1.216601146 -2.732530913 23.39215442 -8.237310782 1 -14.10503482 -31.68042691 24.72021255 -0.9135454576 0.4067366431 -31.68042691 14.10503482 -1.989288514 0.4067366431 0.9135454576
3739 0.5586569918 1.254764147 -1.216601146 -2.732530913 23.39215442 -8.237310782 1 -12.87877531 -28.92620295 24.72021255 -0.9135454576 0.4067366431 -28.92620295 12.87877531 -1.989288514 0.4067366431 0.9135454576
3740 0.5586569918 1.254764147 -1.216601146 -2.732530913 23.39215442 -8.237310782 1 -11.65251579 -26.17197898 24.72021255 -0.9135454576 0.4067366431 -26.17197898 11.65251579 -1.989288514 0.4067366431 0.9135454576
3741 0.5586569918 1.254764147 -1.216601146 -2.732530913 23.39215442 -8.237310782 1 -10.42625628 -23.41775502 24.72021255 -0.9135454576 0.4067366431 -23.41775502 10.42625628 -1.989288514 0.4067366431 0.9135454576
3742 0.5586569918 1.254764147 -1.216601146 -2.732530913 23.39215442 -8.237310782 1 -9.199996763 -20.66353105 24.72021255 -0.9135454576 0.4067366431 -20.66353105 9.199996763 -1.989288514 0.4067366431 0.9135454576
3743 0.5586569918 1.254764147 -1.216601146 -2.732530913 22.82325785 -9.515073384 1 -9.199996763 -20.66353105 24.72021255 -0.9135454576 0.4067366431 -20.66353105 9.199996763 -0.5906032137 0.4067366431 0.9135454576
3744 0.5586569918 1.254764147 -1.216601146 -2.732530913 22.82325785 -9.515073384 1 -10.42625628 -23.41775502 24.72021255 -0.9135454576 0.4067366431 -23.41775502 10.42625628 -0.5906032137 0.4067366431 0.9135454576
3745 0.5586569918 1.254764147 -1.216601146 -2.732530913 22.82325785 -9.515073384 1 -11.65251579 -26.17197898 24.72021255 -0.9135454576 0.4067366431 -26.17197898 11.65251579 -0.5906032137 0.4067366431 0.9135454576
3746 0.5586569918 1.254764147 -1.216601146 -2.732530913 22.82325785 -9.515073384 1 -12.87877531 -28.92620295 24.72021255 -0.9135454576 0.4067366431 -28.92620295 12.87877531 -0.5906032137 0.4067366431 0.9135454576
3747 0.5586569918 1.254764147 -1.216601146 -2.732530913 22.82325785 -9.515073384 1 -14.10503482 -31.68042691 24.72021255 -0.9135454576 0.4067366431 -31.68042691 14.10503482 -0.5906032137 0.4067366431 0.9135454576
3748 0.5586569918 1.254764147 -1.216601146 -2.732530913 22.82325785 -9.515073384 1 -15.33129434 -34.43465088 24.72021255 -0.9135454576 0.4067366431 -34.43465088 15.33129434 -0.5906032137 0.4067366431 0.9135454576
3749 0.5586569918 1.254764147 -1.216601146 -2.732530913 22.82325785 -9.515073384 1 -16.55755386 -37.18887485 24.72021255 -0.9135454576 0.4067366431 -37.18887485 16.55755386 -0.5906032137 0.4067366431 0.9135454576
3750 0.5586569918 1.254764147 -1.216601146 -2.732530913 23.39215442 -8.237310782 1 -7.971703649 -17.90473955 24.72021255 -0.9135454576 0.4067366431 -17.90473955 7.971703649 -1.989288514 0.4067366431 0.9135454576
3751 0.5586569918 1.254764147 -1.216601146 -2.732530913 23.39215442 -8.237310782 1 -6.745444134 -15.15051558 24.72021255 -0.9135454576 0.4067366431 -15.15051558 6.745444134 -1.989288514 0.4067366431 0.9135454576
3752 0.5586569918 1.254764147 -1.216601146 -2.732530913 23.39215442 -8.237310782 1 -5.519184619 -12.39629162 24.72021255 -0.9135454576 0.4067366431 -12.39629162 5.519184619 -1.989288514 0.4067366431 0.9135454576
3753 0.5586569918 1.254764147 -1.216601146 -2.732530913 23.39215442 -8.237310782 1 -4.292925103 -9.642067649 24.72021255 -0.9135454576 0.4067366431 -9.642067649 4.292925103 -1.989288514 0.4067366431 0.9135454576
3754 0.5586569918 1.254764147 -1.216601146 -2.732530913 23.39215442 -8.237310782 1 -3.066665588 -6.887843683 24.72021255 -0.9135454576 0.4067366431 -6.887843683 3.066665588 -1.989288514 0.4067366431 0.9135454576
3755 0.5586569918 1.254764147 -1.216601146 -2.732530913 23.39215442 -8.237310782 1 -1.840406072 -4.133619717 24.72021255 -0.9135454576 0.4067366431 -4.133619717 1.840406072 -1.989288514 0.4067366431 0.9135454576
3756 0.5586569918 1.254764147 -1.216601146 -2.732530913 23.39215442 -8.237310782 1 -0.6141465567 -1.379395751 24.72021255 -0.9135454576 0.4067366431 -1.379395751 0.6141465567 -1.989288514 0.4067366431 0.9135454576
3757 0.5586569918 1.254764147 -1.216601146 -2.732530913 22.82325785 -9.515073384 1 -0.6141465567 -1.379395751 24.72021255 -0.9135454576 0.4067366431 -1.379395751 0.6141465567 -0.5906032137 0.4067366431 0.9135454576
3758 0.5586569918 1.254764147 -1.216601146 -2.732530913 22.82325785 -9.515073384 1 -1.840406072 -4.133619717 24.72021255 -0.9135454576 0.4067366431 -4.133619717 1.840406072 -0.5906032137 0.4067366431 0.9135454576
3759 0.5586569918 1.254764147 -1.216601146 -2.732530913 22.82325785 -9.515073384 1 -3.066665588 -6.887843683 24.72021255 -0.9135454576 0.4067366431 -6.887843683 3.066665588 -0.5906032137 0.4067366431 0.9135454576
3760 0.5586569918 1.254764147 -1.216601146 -2.732530913 22.82325785 -9.515073384 1 -4.292925103 -9.642067649 24.72021255 -0.9135454576 0.4067366431 -9.642067649 4.292925103 -0.5906032137 0.4067366431 0.9135454576
3761 0.5586569918 1.254764147 -1.216601146 -2.732530913 22.82325785 -9.515073384 1 -5.519184619 -12.39629162 24.72021255 -0.9135454576 0.4067366431 -12.39629162 5.519184619 -0.5906032137 0.4067366431 0.9135454576
3762 0.5586569918 1.254764147 -1.216601146 -2.732530913 22.82325785 -9.515073384 1 -6.745444134 -15.15051558 24.72021255 -0.9135454576 0.4067366431 -15.15051558 6.745444134 -0.5906032137 0.4067366431 0.9135454576
3763 0.5586569918 1.254764147 -1.216601146 -2.732530913 22.82325785 -9.515073384 1 -7.971703649 -17.90473955 24.72021255 -0.9135454576 0.4067366431 -17.90473955 7.971703649 -0.5906032137 0.4067366431 0.9135454576
3764 0.5586569918 1.254764147 -1.216601146 -2.732530913 23.39215442 -8.237310782 1 0.6141465567 1.379395751 24.72021255 -0.9135454576 0.4067366431 1.379395751 -0.6141465567 -1.989288514 0.4067366431 0.9135454576
3765 0.5586569918 1.254764147 -1.216601146 -2.732530913 23.39215442 -8.237310782 1 1.840406072 4.133619717 24.72021255 -0.9135454576 0.4067366431 4.133619717 -1.840406072 -1.989288514 0.4067366431 0.9135454576
3766 0.5586569918 1.254764147 -1.216601146 -2.732530913 23.39215442 -8.237310782 1 3.066665588 6.887843683 24.72021255 -0.9135454576 0.4067366431 6.887843683 -3.066665588 -1.989288514 0.4067366431 0.9135454576
3767 0.5586569918 1.254764147 -1.216601146 -2.732530913 23.39215442 -8.237310782 1 4.292925103 9.642067649 24.72021255 -0.9135454576 0.4067366431 9.642067649 -4.292925103 -1.989288514 0.4067366431 0.9135454576
3768 0.5586569918 1.254764147 -1.216601146 -2.732530913 23.39215442 -8.237310782 1 5.519184619 12.39629162 24.72021255 -0.9135454576 0.4067366431 12.39629162 -5.519184619 -1.989288514 0.4067366431 0.9135454576
3769 0.5586569918 1.254764147 -1.216601146 -2.732530913 23.39215442 -8.237310782 1 6.745444134 15.15051558 24.72021255 -0.9135454576 0.4067366431 15.15051558 -6.745444134 -1.989288514 0.4067366431 0.9135454576
3770 0.5586569918 1.254764147 -1.216601146 -2.732530913 23.39215442 -8.237310782 1 7.971703649 17.90473955 24.72021255 -0.9135454576 0.4067366431 17.90473955 -7.971703649 -1.989288514 0.4067366431 0.9135454576
3771 0.5586569918 1.254764147 -1.216601146 -2.732530913 22.82325785 -9.515073384 1 7.971703649 17.90473955 24.72021255 -0.9135454576 0.4067366431 17.90473955 -7.971703649 -0.5906032137 0.4067366431 0.9135454576
3772 0.5586569918 1.254764147 -1.216601146 -2.732530913 22.82325785 -9.515073384 1 6.745444134 15.15051558 24.72021255 -0.9135454576 0.4067366431 15.15051558 -6.745444134 -0.5906032137 0.4067366431 0.9135454576
3773 0.5586569918 1.254764147 -1.216601146 -2.732530913 22.82325785 -9.515073384 1 5.519184619 12.39629162 24.72021255 -0.9135454576 0.4067366431 12.39629162 -5.519184619 -0.5906032137 0.4067366431 0.9135454576
3774 0.5586569918 1.254764147 -1.216601146 -2.732530913 22.82325785 -9.515073384 1 4.292925103 9.642067649 24.72021255 -0.9135454576 0.4067366431 9.642067649 -4.292925103 -0.5906032137 0.4067366431 0.9135454576
3775 0.5586569918 1.254764147 -1.216601146 -2.732530913 22.82325785 -9.515073384 1 3.066665588 6.887843683 24.72021255 -0.9135454576 0.4067366431 6.887843683 -3.066665588 -0.5906032137 0.4067366431 0.9135454576
3776 0.5586569918 1.254764147 -1.216601146 -2.732530913 22.82325785 -9.515073384 1 1.840406072 4.133619717 24.72021255 -0.9135454576 0.4067366431 4.133619717 -1.840406072 -0.5906032137 0.4067366431 0.9135454576
3777 0.5586569918 1.254764147 -1.216601146 -2.732530913 22.82325785 -9.515073384 1 0.6141465567 1.379395751 24.72021255 -0.9135454576 0.4067366431 1.379395751 -0.6141465567 -0.5906032137 0.4067366431 0.9135454576
3778 0.5586569918 1.254764147 -1.216601146 -2.732530913 23.39215442 -8.237310782 1 9.199996763 20.66353105 24.72021255 -0.9135454576 0.4067366431 20.66353105 -9.199996763 -1.989288514 0.4067366431 0.9135454576
3779 0.5586569918 1.254764147 -1.216601146 -2.732530913 23.39215442 -8.237310782 1 10.42625628 23.41775502 24.72021255 -0.9135454576 0.4067366431 23.41775502 -10.42625628 -1.989288514 0.4067366431 0.9135454576
3780 0.5586569918 1.254764147 -1.216601146 -2.732530913 23.39215442 -8.237310782 1 11.65251579 26.17197898 24.72021255 -0.9135454576 0.4067366431 26.17197898 -11.65251579 -1.989288514 0.4067366431 0.9135454576
3781 0.5586569918 1.254764147 -1.216601146 -2.732530913 23.39215442 -8.237310782 1 12.87877531 28.92620295 24.72021255 -0.9135454576 0.4067366431 28.92620295 -12.87877531 -1.989288514 0.4067366431 0.9135454576
3782 0.5586569918 1.254764147 -1.216601146 -2.732530913 23.39215442 -8.237310782 1 14.10503482 31.68042691 24.72021255 -0.9135454576 0.4067366431 31.68042691 -14.10503482 -1.989288514 0.4067366431 0.9135454576
3783 0.5586569918 1.254764147 -1.216601146 -2.732530913 23.39215442 -8.237310782 1 15.33129434 34.43465088 24.72021255 -0.9135454576 0.4067366431 34.43465088 -15.33129434 -1.989288514 0.4067366431 0.9135454576
3784 0.5586569918 1.254764147 -1.216601146 -2.732530913 23.39215442 -8.237310782 1 16.55755386 37.18887485 24.72021255 -0.9135454576 0.4067366431 37.18887485 -16.55755386 -1.989288514 0.4067366431 0.9135454576
3785 0.5586569918 1.254764147 -1.216601146 -2.732530913 22.82325785 -9.515073384 1 16.55755386 37.18887485 24.72021255 -0.9135454576 0.4067366431 37.18887485 -16.55755386 -0.5906032137 0.4067366431 0.9135454576
3786 0.5586569918 1.254764147 -1.216601146 -2.732530913 22.82325785 -9.515073384 1 15.33129434 34.43465088 24.72021255 -0.9135454576 0.4067366431 34.43465088 -15.33129434 -0.5906032137 0.4067366431 0.9135454576
3787 0.5586569918 1.254764147 -1.216601146 -2.732530913 22.82325785 -9.515073384 1 14.10503482 31.68042691 24.72021255 -0.9135454576 0.4067366431 31.68042691 -14.10503482 -0.5906032137 0.4067366431 0.9135454576
3788 0.5586569918 1.254764147 -1.216601146 -2.732530913 22.82325785 -9.515073384 1 12.87877531 28.92620295 24.72021255 -0.9135454576 0.4067366431 28.92620295 -12.87877531 -0.5906032137 0.4067366431 0.9135454576
3789 0.5586569918 1.254764147 -1.216601146 -2.732530913 22.82325785 -9.515073384 1 11.65251579 26.17197898 24.72021255 -0.9135454576 0.4067366431 26.17197898 -11.65251579 -0.5906032137 0.4067366431 0.9135454576
3790 0.5586569918 1.254764147 -1.216601146 -2.732530913 22.82325785 -9.515073384 1 10.42625628 23.41775502 24.72021255 -0.9135454576 0.4067366431 23.41775502 -10.42625628 -0.5906032137 0.4067366431 0.9135454576
3791 0.5586569918 1.254764147 -1.216601146 -2.732530913 22.82325785 -9.515073384 1 9.199996763 20.66353105 24.72021255 -0.9135454576 0.4067366431 20.66353105 -9.199996763 -0.5906032137 0.4067366431 0.9135454576
3792 0.2855688606 1.34349586 -0.6218903695 -2.925764157 23.88507653 -5.680727383 1 -8.463729729 -39.81871772 24.54421993 -0.9781476007 0.2079116908 -39.81871772 8.463729729 0.5906032137 0.2079116908 0.9781476007
3793 0.2855688606 1.34349586 -0.6218903695 -2.925764157 23.88507653 -5.680727383 1 -7.836902288 -36.86972647 24.54421993 -0.9781476007 0.2079116908 -36.86972647 7.836902288 0.5906032137 0.2079116908 0.9781476007
3794 0.2855688606 1.34349586 -0.6218903695 -2.925764157 23.88507653 -5.680727383 1 -7.210074847 -33.92073521 24.54421993 -0.9781476007 0.2079116908 -33.92073521 7.210074847 0.5906032137 0.2079116908 0.9781476007
3795 0.2855688606 1.34349586 -0.6218903695 -2.925764157 23.88507653 -5.680727383 1 -6.583247405 -30.97174396 24.54421993 -0.9781476007 0.2079116908 -30.97174396 6.583247405 0.5906032137 0.2079116908 0.9781476007
3796 0.2855688606 1.34349586 -0.6218903695 -2.925764157 23.88507653 -5.680727383 1 -5.956419964 -28.02275271 24.54421993 -0.9781476007 0.2079116908 -28.02275271 5.956419964 0.5906032137 0.2079116908 0.9781476007
3797 0.2855688606 1.34349586 -0.6218903695 -2.925764157 23.88507653 -5.680727383 1 -5.329592523 -25.07376145 24.54421993 -0.9781476007 0.2079116908 -25.07376145 5.329592523 0.5906032137 0.2079116908 0.9781476007
3798 0.2855688606 1.34349586 -0.6218903695 -2.925764157 23.88507653 -5.680727383 1 -4.702765082 -22.1247702 24.54421993 -0.9781476007 0.2079116908 -22.1247702 4.702765082 0.5906032137 0.2079116908 0.9781476007
3799 0.2855688606 1.34349586 -0.6218903695 -2.925764157 23.5942735 -7.048848053 1 -4.702765082 -22.1247702 24.54421993 -0.9781476007 0.2079116908 -22.1247702 4.702765082 1.989288514 0.2079116908 0.9781476007
3800 0.2855688606 1.34349586 -0.6218903695 -2.925764157 23.5942735 -7.048848053 1 -5.329592523 -25.07376145 24.54421993 -0.9781476007 0.2079116908 -25.07376145 5.329592523 1.989288514 0.2079116908 0.9781476007
3801 0.2855688606 1.34349586 -0.6218903695 -2.925764157 23.5942735 -7.048848053 1 -5.956419964 -28.02275271 24.54421993 -0.9781476007 0.2079116908 -28.02275271 5.956419964 1.989288514 0.2079116908 0.9781476007
3802 0.2855688606 1.34349586 -0.6218903695 -2.925764157 23.5942735 -7.048848053 1 -6.583247405 -30.97174396 24.54421993 -0.9781476007 0.2079116908 -30.97174396 6.583247405 1.989288514 0.2079116908 0.9781476007
3803 0.2855688606 1.34349586 -0.6218903695 -2.925764157 23.5942735 -7.048848053 1 -7.210074847 -33.92073521 24.54421993 -0.9781476007 0.2079116908 -33.92073521 7.210074847 1.989288514 0.2079116908 0.9781476007
